userid,joindate,courseid
2891,2021-09-26,88
2198,2023-12-16,306
1035,2020-03-26,983
8433,2023-07-14,862
6741,2024-06-25,742
743,2023-03-30,640
8023,2022-04-10,291
7668,2023-04-25,20
5080,2020-11-05,447
7777,2024-10-31,401
4478,2022-10-19,491
4111,2023-04-28,519
145,2021-04-16,814
581,2024-04-28,355
2591,2024-04-25,891
3357,2020-12-20,671
6017,2021-10-20,130
6446,2021-03-23,720
9233,2024-06-17,622
3720,2020-10-29,226
4999,2021-10-03,980
4031,2020-08-05,881
8875,2021-05-05,472
3190,2021-12-01,139
642,2023-02-09,499
7259,2024-05-29,881
9836,2020-08-04,941
3368,2021-01-15,569
5889,2024-11-07,38
1650,2022-07-15,177
434,2024-11-17,95
2941,2021-09-18,84
2088,2023-07-01,252
4075,2022-06-15,343
2318,2020-02-17,479
7622,2020-05-31,528
9531,2020-04-25,344
7939,2022-07-08,968
3232,2024-04-27,861
2670,2020-04-16,62
5372,2021-09-01,609
8325,2021-10-07,516
9604,2021-07-26,703
8835,2023-01-17,46
7474,2021-12-22,591
7824,2020-07-10,601
2174,2024-01-03,651
8312,2021-02-18,985
7483,2022-08-15,481
2452,2022-05-22,736
1456,2024-08-30,815
1478,2020-07-23,338
4226,2021-04-18,399
2470,2024-03-06,616
8019,2024-06-10,568
8263,2023-09-13,594
7977,2023-05-30,149
3443,2020-10-05,753
4409,2021-06-06,848
7555,2024-09-28,640
8824,2021-04-08,99
8628,2023-10-17,10
1572,2023-03-15,848
6640,2022-03-09,500
8263,2021-07-31,84
1206,2024-01-22,603
9047,2020-10-01,844
4739,2023-10-10,835
3746,2022-06-30,838
2044,2022-08-02,455
6354,2024-03-03,707
19,2022-12-03,505
4224,2024-07-30,180
6498,2020-12-30,464
4219,2020-07-19,970
9025,2020-01-23,340
5790,2023-10-08,995
9407,2022-08-10,451
3997,2023-03-22,278
5636,2023-11-28,808
7307,2021-05-15,767
1034,2022-05-18,793
9986,2022-08-15,581
8886,2021-03-16,852
8504,2022-08-22,914
8287,2020-05-23,422
5887,2023-03-08,570
9852,2024-02-29,22
4915,2021-01-01,550
4879,2021-08-24,396
3658,2021-12-05,719
2185,2022-12-20,490
6752,2021-04-20,799
3807,2020-06-13,136
8700,2020-04-30,91
5277,2020-10-06,21
5800,2024-04-15,49
5042,2023-12-23,98
8621,2024-04-03,336
2301,2021-07-18,74
997,2024-05-03,170
5888,2024-06-26,324
8108,2023-10-18,714
7092,2021-08-30,685
1194,2022-09-20,1000
505,2024-01-15,250
7045,2024-08-08,680
1847,2022-06-28,949
9285,2020-02-06,531
5975,2020-12-07,292
6134,2020-12-08,849
8130,2021-04-10,113
7167,2021-11-09,999
8467,2022-05-25,504
3401,2020-07-17,553
7103,2021-02-17,785
24,2021-09-06,596
7871,2020-04-14,907
5056,2024-06-13,125
2773,2023-07-06,682
3896,2023-12-17,670
2822,2024-11-26,951
5916,2022-02-01,705
9817,2021-01-23,537
7405,2020-04-07,466
9427,2023-03-05,493
5187,2023-07-23,780
8580,2022-02-08,86
3747,2022-11-06,990
6461,2024-10-12,809
4075,2020-12-13,249
3558,2024-06-28,693
4614,2020-04-24,322
3737,2022-11-11,423
1858,2021-09-06,778
4712,2023-03-13,575
3956,2022-02-25,742
4459,2021-09-25,622
2763,2023-02-02,52
7491,2020-12-25,20
7768,2024-09-17,5
5716,2023-03-16,304
9416,2021-01-28,817
5377,2024-01-23,214
3958,2023-09-20,78
9912,2020-12-27,838
3902,2023-04-16,164
8981,2021-08-21,823
7611,2021-04-20,853
4003,2022-12-25,416
4148,2024-05-12,325
3530,2023-03-04,943
2149,2024-04-29,775
883,2022-09-15,31
1994,2021-06-26,635
4594,2024-03-30,494
7344,2022-12-29,13
9128,2024-05-17,126
8657,2020-08-08,80
5573,2020-08-28,978
553,2024-05-27,931
2880,2020-06-09,620
7962,2022-03-10,64
8153,2021-06-10,166
3082,2020-11-29,612
1257,2021-10-08,769
5661,2021-05-01,492
6121,2020-07-23,114
4218,2023-01-15,557
8819,2024-02-17,639
8168,2020-10-01,486
4269,2020-02-04,861
1686,2024-02-05,687
3671,2022-07-10,95
3400,2023-05-25,752
9249,2023-06-27,700
5795,2021-01-31,192
2089,2024-03-08,929
2828,2023-03-27,916
2426,2021-09-12,856
3773,2021-06-26,442
7008,2022-04-19,298
9585,2023-01-26,303
8271,2021-03-07,719
958,2021-02-06,15
7105,2022-01-01,896
705,2023-05-13,326
8563,2020-12-23,320
4950,2024-10-04,255
1123,2024-06-19,662
4230,2021-04-06,805
6247,2021-02-17,124
6724,2020-12-14,153
7785,2023-09-20,266
7624,2020-02-15,885
9924,2020-10-04,904
7547,2022-04-04,181
3903,2023-02-26,224
7194,2023-09-13,997
675,2021-01-07,215
4634,2020-08-02,476
4267,2022-08-02,759
2782,2024-03-24,548
2469,2024-03-29,539
690,2020-10-06,471
2408,2020-10-19,587
1742,2022-02-01,334
3740,2023-05-19,377
6471,2020-09-01,295
4208,2021-07-22,348
3192,2021-06-27,609
109,2022-12-21,753
1243,2023-05-31,962
4772,2021-03-19,106
8137,2024-01-30,412
9475,2024-02-20,946
8383,2020-02-13,24
2335,2024-07-24,981
5398,2023-03-29,541
7394,2024-11-25,396
1557,2023-09-11,617
1421,2022-07-31,983
7390,2022-08-26,996
1597,2021-09-13,256
5355,2020-08-15,278
7707,2020-09-10,461
4222,2023-10-06,241
8536,2021-01-23,537
7535,2022-08-01,766
5930,2020-03-31,803
3258,2024-04-15,244
4120,2020-11-05,329
96,2024-03-13,714
4210,2023-10-25,892
4193,2021-11-30,300
2269,2022-11-18,999
3738,2022-10-16,105
8648,2021-07-04,403
7392,2021-07-21,689
4190,2023-08-01,596
9600,2022-10-21,973
7441,2020-08-23,407
3514,2020-09-09,953
9689,2020-04-01,751
7490,2022-02-20,1
2074,2021-10-18,81
4779,2020-07-09,952
8268,2022-01-12,436
2877,2022-10-09,633
4653,2021-06-02,828
6630,2021-12-09,174
6658,2023-12-23,551
4824,2021-11-07,372
4233,2021-10-31,200
9503,2022-08-16,357
5817,2023-12-02,262
9435,2024-09-02,364
7210,2024-06-03,204
7291,2024-05-06,940
6201,2022-05-31,283
9381,2022-03-14,354
4935,2020-12-10,190
9935,2022-07-26,211
8823,2024-03-11,648
1593,2021-06-02,352
4186,2020-04-15,387
6703,2023-12-06,918
6983,2020-10-22,835
6558,2022-12-13,70
7111,2024-02-13,808
1379,2021-10-27,432
6786,2022-12-22,7
8906,2020-05-22,505
9026,2024-02-25,581
3455,2024-09-21,722
9244,2021-04-09,544
7075,2020-05-01,597
2459,2024-11-16,864
7023,2022-04-10,631
4494,2023-12-26,753
1403,2024-02-08,74
6603,2023-05-03,624
8310,2022-09-14,701
1547,2024-05-05,213
4429,2022-08-29,304
5237,2023-12-01,92
352,2023-03-09,549
6288,2020-10-21,256
9276,2024-03-22,307
6133,2024-08-27,169
6963,2022-02-07,267
4316,2021-10-07,807
9531,2024-10-10,841
824,2024-05-26,424
9618,2020-11-09,151
424,2022-09-25,663
2881,2021-05-05,201
9174,2020-09-06,495
325,2020-03-23,881
4308,2022-05-31,159
9163,2020-05-16,944
4518,2022-05-17,670
2165,2023-04-01,614
6178,2022-04-22,585
2181,2023-02-17,75
3927,2023-07-20,795
7501,2023-03-24,870
2297,2020-12-24,46
66,2020-09-09,693
829,2021-05-12,658
1274,2024-02-27,246
4100,2020-05-14,585
789,2023-03-19,467
9117,2022-04-26,785
9198,2023-12-09,748
3535,2023-05-30,49
2821,2022-07-21,613
230,2021-03-16,536
2838,2022-04-24,240
4339,2023-11-16,461
5360,2023-01-15,426
9358,2023-04-27,675
2403,2023-09-07,607
142,2023-12-04,277
8829,2022-01-19,362
1037,2020-06-25,556
4005,2020-01-07,242
8189,2021-01-08,251
3758,2023-07-24,109
4137,2022-02-11,708
315,2023-03-01,418
8919,2020-07-15,598
8542,2021-03-11,889
8898,2021-02-08,309
5699,2024-08-04,851
1355,2020-09-29,441
8215,2020-01-21,609
7149,2021-03-27,396
2264,2023-05-28,423
7765,2020-09-10,605
7965,2020-01-17,997
5049,2023-12-10,121
3629,2020-04-11,765
9829,2023-04-17,110
6040,2023-07-21,25
3419,2024-09-14,185
1660,2020-10-14,866
89,2022-08-15,190
9848,2020-09-21,728
8975,2021-06-22,187
2688,2022-03-21,562
2561,2021-09-15,636
6524,2024-07-24,740
1683,2020-12-19,577
7497,2020-07-31,823
5016,2021-10-29,444
6399,2022-11-20,554
5352,2020-11-21,723
1547,2021-08-15,171
1978,2021-08-09,899
9719,2024-02-06,380
5226,2024-02-19,350
145,2023-03-09,520
5029,2020-12-22,806
6956,2022-02-15,450
923,2020-08-03,930
3993,2020-01-21,921
8221,2024-02-09,891
3309,2022-05-25,112
3374,2020-04-30,554
5922,2021-05-11,869
611,2022-01-15,523
2569,2020-08-16,765
5579,2023-01-12,680
4083,2020-05-05,465
5046,2023-10-08,906
9862,2022-03-02,489
4019,2023-03-09,314
5208,2023-10-11,30
4526,2023-07-30,971
4838,2023-09-28,261
4513,2023-08-04,996
3246,2024-04-25,599
9426,2024-10-25,348
4125,2021-09-20,436
6907,2020-02-14,393
6493,2024-06-13,365
490,2024-01-04,503
3347,2022-09-30,905
5832,2022-07-09,456
8931,2022-11-12,693
1249,2022-03-02,610
9606,2022-05-17,557
6526,2024-03-21,601
2458,2023-08-09,260
5772,2024-02-21,252
3547,2021-11-03,914
1450,2024-02-18,193
5250,2023-01-27,853
8877,2023-06-18,995
2731,2020-12-27,328
606,2024-11-26,961
4203,2024-02-27,343
1496,2023-02-07,381
8812,2024-01-15,787
5827,2023-09-19,650
4777,2021-10-29,971
2319,2022-07-23,717
9205,2023-06-07,361
9144,2024-12-01,871
3768,2021-11-19,246
3169,2023-04-16,946
1228,2022-09-23,851
1475,2024-05-08,142
5827,2022-05-09,963
3445,2022-07-07,29
1494,2024-08-31,334
6258,2022-04-21,36
4007,2024-03-12,367
311,2023-12-06,980
4614,2024-07-18,614
8709,2021-12-05,241
762,2024-05-22,293
8549,2020-01-27,128
2133,2021-06-08,822
3080,2021-04-05,527
8380,2021-09-16,832
2621,2023-08-12,924
6337,2022-01-30,650
2045,2021-02-04,392
5949,2022-03-12,890
5207,2023-07-17,27
531,2022-12-18,196
4339,2020-04-12,17
256,2023-12-13,949
3242,2024-07-15,394
8614,2022-04-23,557
4312,2021-02-05,653
1358,2022-11-29,13
7980,2021-05-31,480
3611,2023-03-28,485
714,2023-02-18,32
8037,2020-07-24,958
6829,2020-11-28,298
2375,2020-02-29,53
2101,2020-11-23,833
5748,2020-10-10,568
1131,2023-01-15,376
7759,2024-04-17,667
6181,2024-05-26,305
192,2021-02-13,375
8718,2023-03-07,441
9458,2024-07-02,856
1090,2023-02-10,991
1041,2024-05-24,194
240,2022-10-10,931
1319,2020-02-15,124
568,2022-07-05,168
7344,2023-04-05,899
9459,2020-01-30,932
7041,2022-08-17,658
7062,2023-11-23,195
4448,2021-04-24,818
1065,2022-12-22,146
566,2024-04-16,109
96,2021-02-26,691
2525,2023-02-11,607
8128,2022-09-07,803
7741,2022-10-06,691
5180,2021-03-30,660
5206,2022-10-14,297
571,2020-04-27,88
2018,2020-04-29,558
7720,2022-03-16,751
9747,2022-09-29,695
6987,2021-07-20,587
8614,2023-08-28,281
9176,2024-01-20,249
556,2021-09-03,845
8361,2024-08-12,397
6202,2021-02-19,324
2646,2024-07-19,47
1594,2023-04-20,53
519,2021-01-26,379
670,2023-10-21,617
5567,2022-02-14,230
7952,2021-03-17,360
4244,2020-10-28,497
2271,2022-04-05,881
1503,2020-09-18,108
8249,2024-01-02,179
267,2024-04-03,37
3015,2022-12-21,266
527,2021-11-09,731
1627,2020-10-18,385
6962,2023-07-09,858
8077,2022-07-01,930
8454,2023-04-21,881
258,2023-05-13,951
469,2023-03-31,200
9141,2020-03-05,323
7612,2020-01-29,841
1647,2023-11-19,983
760,2020-12-08,777
5826,2020-01-16,872
9056,2022-12-07,196
8222,2023-10-19,234
2348,2022-11-12,710
1680,2021-12-12,502
4327,2022-10-04,909
1271,2023-06-03,114
4669,2021-10-22,226
9930,2020-08-20,831
207,2022-03-15,204
1788,2022-06-22,3
71,2021-12-06,639
9051,2024-02-27,835
7975,2020-03-19,4
2070,2023-08-21,491
6448,2020-01-02,98
4643,2022-12-14,330
523,2024-01-19,439
9148,2023-06-10,886
5544,2024-10-12,319
6618,2020-08-20,893
5038,2020-05-04,505
8534,2023-11-29,937
7917,2023-11-15,816
4981,2024-04-08,370
5851,2022-05-01,885
5818,2021-06-11,131
4352,2022-04-19,585
4066,2020-03-15,410
4745,2021-10-05,727
1431,2023-10-09,980
9387,2021-08-09,445
2752,2023-02-25,65
2661,2022-05-08,527
6730,2024-05-24,55
5696,2024-06-07,190
5251,2020-02-21,155
1316,2021-03-06,480
7031,2023-02-20,218
6118,2023-04-16,69
1268,2023-01-12,308
6883,2020-03-09,82
7929,2023-06-05,631
6298,2022-06-20,338
3758,2021-05-17,117
3537,2023-08-02,268
7883,2022-09-26,300
4829,2020-10-20,466
3575,2024-06-11,445
4446,2024-11-08,63
7178,2024-04-09,70
6121,2022-08-29,425
7284,2023-03-02,914
7336,2020-09-11,908
8593,2022-06-05,670
8532,2023-07-07,995
7840,2022-02-18,459
8824,2022-09-26,574
8326,2023-12-04,289
9049,2022-03-16,620
6658,2021-10-05,687
5268,2020-05-17,662
4653,2024-04-19,478
29,2022-02-07,5
5377,2021-02-05,987
278,2022-07-25,90
4554,2020-10-04,722
805,2021-10-19,283
7203,2023-03-11,864
9942,2021-05-19,124
5815,2024-12-03,261
8142,2021-11-22,758
4186,2024-08-20,781
1768,2023-07-28,607
410,2020-10-18,112
1618,2022-08-28,117
1930,2024-01-11,957
4236,2020-04-21,965
2690,2021-11-12,492
925,2024-02-12,404
6281,2022-05-29,175
5504,2021-04-11,417
4433,2023-03-26,957
314,2022-06-18,93
6328,2022-06-27,706
4142,2022-01-21,509
139,2020-06-12,999
2690,2024-09-20,43
4770,2022-05-08,773
5011,2023-03-17,921
5966,2020-06-29,848
8033,2022-07-20,413
7840,2024-05-27,438
374,2024-09-15,363
6343,2021-11-28,968
8365,2020-03-20,859
9560,2021-01-07,102
3414,2020-01-09,170
759,2022-03-16,232
580,2020-07-02,407
3758,2023-04-01,546
8476,2021-10-19,969
5496,2021-03-21,294
9256,2024-10-08,427
4463,2020-05-23,265
9219,2022-10-26,518
8311,2022-07-17,728
464,2023-04-10,671
6363,2020-06-18,464
1036,2020-10-06,42
944,2024-05-03,846
4080,2021-09-18,297
1605,2023-09-20,215
954,2020-11-02,829
7880,2024-01-04,83
7209,2020-02-01,1
5553,2021-10-26,557
2457,2021-02-25,716
8596,2021-05-25,667
1012,2022-07-17,320
6721,2021-06-18,571
6724,2022-10-02,59
816,2022-05-17,148
8335,2022-01-23,148
9078,2022-03-27,862
5896,2020-05-22,300
9232,2020-02-13,801
7682,2024-08-04,939
1071,2023-03-26,459
5154,2022-05-18,35
8064,2023-06-07,932
8929,2023-07-06,169
184,2024-06-20,803
4286,2024-10-01,883
3541,2022-09-08,588
3635,2022-04-13,850
5018,2021-08-15,145
744,2021-04-20,389
638,2021-12-06,701
2462,2022-07-18,778
1400,2023-01-04,498
7407,2024-10-29,626
7040,2023-02-23,870
6845,2022-04-20,293
7702,2023-02-07,950
1725,2023-06-05,386
5246,2021-11-15,284
7149,2021-01-04,617
3072,2024-07-17,496
2990,2022-01-13,964
6962,2023-12-14,752
1520,2022-04-01,10
7978,2024-09-08,236
7012,2021-06-15,328
8213,2021-08-10,461
4291,2022-04-23,429
2721,2022-05-13,684
1462,2022-07-10,193
2268,2023-09-04,175
1674,2023-04-08,410
2544,2021-09-18,324
5648,2023-11-18,17
3526,2020-09-05,273
3071,2024-03-05,186
2230,2024-12-05,448
2379,2020-12-04,644
1875,2023-08-19,81
4456,2020-09-16,690
7623,2024-08-02,738
9469,2024-02-25,761
589,2020-09-12,715
3403,2020-06-07,672
9502,2022-12-12,880
2888,2021-08-31,693
114,2021-03-14,922
249,2022-04-03,15
338,2022-10-02,580
9105,2021-06-06,697
509,2021-05-29,111
3791,2024-10-15,776
8519,2021-04-01,228
9044,2023-12-09,791
7347,2023-10-19,7
1195,2020-05-25,20
806,2021-02-20,17
1365,2020-07-28,190
8698,2020-06-15,545
7198,2023-04-06,526
1313,2023-07-14,918
5581,2023-06-21,408
7209,2024-04-14,534
7981,2021-05-26,628
9224,2021-02-14,84
7030,2020-09-21,65
6582,2023-06-23,979
2748,2021-10-30,982
7107,2022-07-30,550
8556,2020-05-06,319
3616,2022-12-13,879
1811,2022-08-15,728
7384,2024-08-09,381
395,2021-01-25,592
2146,2024-06-20,312
559,2023-10-26,250
8142,2023-12-28,345
8915,2020-09-10,140
4215,2023-04-26,586
7705,2020-02-19,414
2154,2020-05-30,902
5309,2020-11-24,556
9450,2020-09-23,262
751,2022-06-19,226
6764,2024-06-22,464
6169,2020-05-01,372
5595,2021-07-18,958
2226,2021-12-16,469
874,2023-08-14,985
6509,2021-06-13,13
6755,2022-08-30,288
9973,2020-12-22,924
2588,2022-03-24,393
2944,2023-05-17,769
4082,2023-04-26,144
9502,2022-08-04,760
7134,2024-02-03,729
5538,2022-05-18,682
3554,2022-08-30,788
1227,2022-05-20,500
1678,2022-09-30,877
6197,2022-06-05,588
1251,2023-06-22,596
1681,2023-11-25,706
5905,2022-12-29,679
5689,2021-12-07,267
1913,2020-09-04,315
2090,2023-07-28,614
5301,2023-02-10,990
2717,2020-04-30,402
4663,2023-10-02,921
8443,2023-10-10,745
7073,2023-01-28,485
4902,2024-09-26,920
6002,2024-10-13,514
7627,2022-12-08,910
3360,2023-09-04,530
9455,2022-09-04,138
4498,2021-12-11,875
8022,2020-03-19,809
191,2021-09-27,631
8151,2024-01-29,975
7731,2022-06-24,452
8509,2022-03-16,227
598,2020-09-16,644
4697,2022-07-18,671
1587,2024-04-14,806
1715,2021-04-21,717
823,2023-05-15,898
6707,2020-11-06,627
2768,2020-08-21,405
4259,2024-06-09,72
437,2021-04-23,797
1644,2023-09-13,324
3153,2022-10-19,220
8166,2023-10-05,619
2410,2020-06-01,970
311,2022-04-20,940
8107,2022-07-21,384
3238,2023-06-21,691
4675,2022-01-09,935
9938,2020-09-05,116
1538,2022-03-18,195
7358,2020-01-12,702
4899,2024-01-28,690
4758,2023-06-09,222
5121,2023-11-14,582
7890,2023-12-14,987
8598,2020-10-15,164
2538,2022-10-22,288
6839,2024-07-08,338
1019,2021-10-01,548
9101,2023-03-13,955
5666,2023-06-27,865
305,2020-09-07,808
7361,2021-01-02,965
6120,2022-11-29,199
2317,2020-11-11,703
8620,2022-05-20,544
1029,2023-06-03,820
7590,2020-01-29,57
9807,2022-07-01,891
9895,2020-11-22,231
3599,2020-03-09,71
8467,2024-11-04,498
9183,2021-07-07,203
5357,2023-03-05,289
9347,2021-03-03,681
4163,2024-11-10,250
8876,2024-09-02,48
1518,2023-10-06,717
7348,2023-07-30,972
6938,2021-07-30,343
2740,2023-11-29,437
7979,2023-05-14,921
751,2022-04-30,93
62,2023-02-05,225
9175,2022-07-14,190
1614,2023-05-31,877
5581,2021-11-21,168
3479,2023-02-22,409
1393,2024-06-24,124
8877,2022-03-28,385
5906,2024-07-11,687
8244,2020-03-22,17
4319,2020-12-01,546
6885,2023-05-26,794
8095,2022-05-05,828
7076,2020-01-08,556
3294,2020-03-08,1
3089,2022-06-27,444
2992,2020-06-17,982
2675,2024-08-06,636
8577,2024-01-02,640
5258,2020-09-18,412
2735,2023-07-25,778
1937,2022-08-15,514
5631,2020-10-26,170
2562,2020-02-21,501
2806,2024-05-17,385
3154,2023-12-14,514
2873,2022-10-30,884
9856,2023-01-03,744
3209,2020-01-25,90
302,2024-08-16,181
2887,2021-06-02,704
8596,2023-12-09,891
4527,2024-04-08,836
1626,2020-02-19,613
6912,2021-03-02,86
8743,2021-10-18,419
8147,2020-09-29,944
3859,2021-08-19,715
8731,2023-03-19,438
6302,2020-05-21,753
8763,2024-11-02,991
7986,2024-02-19,879
8887,2020-03-23,318
1238,2024-10-20,446
632,2021-12-05,539
1324,2021-06-08,601
1188,2020-06-27,255
2685,2022-06-17,623
232,2022-12-18,728
7146,2022-03-26,270
377,2021-05-12,520
44,2021-05-22,281
9566,2023-06-11,961
7910,2023-11-28,326
3093,2020-01-06,221
443,2021-08-06,832
6401,2024-08-30,839
3689,2023-05-10,990
2182,2023-04-15,996
406,2020-04-10,553
6253,2023-03-07,914
8796,2023-03-29,629
4533,2022-06-14,674
1581,2021-12-13,88
6375,2020-08-14,627
3235,2024-07-15,34
5415,2021-07-16,44
3496,2021-07-04,706
5372,2022-04-06,359
4885,2024-06-30,130
8966,2023-06-11,349
3379,2022-06-23,712
2043,2020-01-18,459
7545,2021-06-04,756
6434,2022-03-29,786
7508,2022-05-29,268
5933,2024-07-13,951
2295,2021-11-06,555
6431,2022-07-23,327
7424,2020-11-06,596
6245,2023-01-16,112
5600,2023-04-21,65
4820,2021-09-16,452
1966,2022-06-07,798
3435,2024-06-21,970
2995,2020-02-24,565
8828,2020-11-23,915
707,2022-01-02,801
611,2020-03-11,78
4474,2024-03-20,560
732,2021-08-31,82
5500,2021-10-12,465
9800,2021-01-24,833
4533,2022-09-08,530
1096,2024-10-19,740
9696,2023-07-12,600
9390,2024-09-05,59
9740,2021-10-16,126
3154,2023-08-11,979
1434,2024-07-30,725
4749,2020-11-03,502
43,2022-04-27,263
4274,2021-01-20,986
6617,2023-04-29,207
5832,2024-11-24,89
5124,2024-11-03,333
6108,2023-02-17,401
4519,2024-08-05,620
894,2022-10-13,502
2104,2024-07-20,954
9222,2020-09-10,543
7522,2022-02-07,636
982,2022-07-05,765
2255,2020-09-07,379
7382,2021-07-24,475
9335,2022-08-26,252
9615,2024-08-02,483
6293,2022-04-20,379
9915,2021-03-06,681
3316,2021-10-23,811
2304,2023-01-05,396
4038,2023-10-15,366
8985,2020-12-01,565
2232,2023-12-05,244
8836,2021-04-15,567
3956,2024-08-06,138
8729,2024-08-11,74
6537,2020-09-06,412
4886,2021-08-05,145
5521,2020-03-31,430
426,2020-09-10,770
8393,2020-07-07,679
3506,2024-01-30,934
9490,2024-03-11,394
44,2022-09-19,772
8192,2020-01-04,651
7637,2022-11-26,835
1621,2023-06-09,834
9859,2022-03-12,366
4375,2021-08-13,160
9260,2022-01-30,453
8051,2022-07-25,9
508,2020-09-21,568
611,2023-05-10,131
1557,2022-10-28,671
2671,2024-03-16,704
331,2023-05-27,547
6725,2024-10-14,921
6218,2022-01-13,290
7899,2020-11-29,841
4059,2020-07-06,234
7947,2022-03-10,182
3354,2021-05-10,848
8662,2024-05-08,100
7785,2020-05-28,149
7706,2024-09-03,769
2875,2023-10-22,662
2788,2021-07-30,751
8441,2021-07-30,768
5781,2024-10-05,826
1238,2023-12-13,148
6769,2021-02-17,57
6520,2021-04-27,274
8020,2020-09-11,266
2135,2022-03-07,374
3345,2021-01-04,46
25,2021-07-30,257
1412,2022-02-12,554
7113,2021-09-14,800
8664,2020-01-07,311
1781,2021-05-01,399
2801,2022-09-17,657
4089,2020-08-05,663
6056,2020-10-04,487
3736,2020-02-06,604
4900,2020-06-19,874
1463,2022-06-27,986
1295,2022-09-04,753
385,2023-06-26,197
1316,2023-02-22,669
6009,2020-07-14,223
2592,2023-12-19,488
258,2024-02-08,35
8437,2021-08-25,859
6825,2021-11-16,113
7232,2021-03-08,933
5766,2023-02-15,447
9570,2021-01-12,834
3001,2020-09-09,970
7101,2023-03-06,205
8564,2024-06-21,158
327,2020-09-03,207
9032,2023-07-26,420
3716,2022-01-30,708
2223,2024-04-22,777
3146,2023-09-26,494
9692,2021-11-14,132
3747,2023-05-22,869
7896,2020-12-09,537
9900,2024-06-02,892
1413,2020-07-03,441
9550,2021-06-30,741
5577,2024-09-17,305
6266,2021-02-16,569
5530,2023-02-23,364
4860,2023-12-12,15
553,2024-02-15,774
9751,2022-09-17,75
4832,2023-07-22,935
6395,2021-06-06,559
1036,2023-12-24,176
7605,2023-08-23,348
5495,2023-12-17,928
5375,2021-02-19,699
9770,2021-07-18,642
9080,2021-04-22,245
4359,2021-06-03,439
8838,2023-10-16,831
1006,2023-07-12,803
5448,2021-06-02,66
2061,2022-06-06,735
5395,2022-08-08,57
3795,2022-08-31,642
8857,2024-09-28,757
4629,2023-02-09,214
8120,2023-03-28,295
5559,2024-10-25,436
1623,2022-12-02,900
8040,2023-10-22,1
558,2023-03-08,816
7650,2022-08-29,872
2449,2020-09-10,421
3368,2022-10-23,225
7918,2021-08-12,201
4887,2021-04-18,718
5001,2023-01-03,840
1424,2021-06-28,307
755,2020-02-18,578
207,2023-11-22,101
7032,2021-08-10,492
9745,2023-05-27,709
2878,2020-03-29,33
9890,2020-05-13,247
8615,2022-02-06,659
2166,2022-07-21,920
8356,2024-09-21,81
7035,2022-12-26,343
3601,2022-10-25,129
4910,2021-12-09,620
541,2023-07-02,449
2983,2022-06-19,262
2427,2020-05-12,309
1994,2023-08-04,232
2593,2024-01-31,229
3134,2021-06-12,351
1983,2021-03-12,381
7641,2021-12-27,428
1268,2023-08-06,856
8916,2020-09-01,467
7445,2023-02-09,636
8350,2024-03-16,171
8165,2023-02-03,994
5960,2022-10-26,247
8168,2022-02-26,285
9800,2023-05-10,122
1858,2024-10-25,297
4049,2021-08-11,734
4235,2024-08-06,626
8413,2024-02-13,73
3907,2020-04-16,812
8731,2022-09-21,769
94,2021-05-18,991
251,2022-08-31,767
164,2024-03-09,451
8466,2023-02-19,735
425,2020-02-29,981
1752,2024-03-02,446
3218,2023-11-06,880
6739,2024-02-26,546
4591,2024-06-24,53
1190,2020-06-11,859
2987,2021-02-02,211
2106,2021-01-13,813
5952,2023-08-23,779
2794,2023-10-06,180
5694,2023-08-07,86
9506,2021-01-12,613
3417,2021-11-17,634
9149,2022-05-14,172
135,2021-05-29,738
8082,2024-05-01,213
8686,2020-05-21,483
4769,2021-09-02,881
695,2021-02-28,964
3010,2022-06-16,826
380,2024-03-24,990
3961,2020-07-06,642
1445,2024-01-08,918
3355,2022-04-23,814
5648,2023-02-25,666
6079,2020-09-18,916
4218,2022-05-02,390
2489,2022-05-11,82
2875,2023-05-29,633
4908,2021-09-21,65
1170,2023-03-01,194
2118,2020-11-16,604
2481,2020-02-10,273
6276,2021-12-10,935
779,2020-01-25,828
1968,2024-06-16,255
7972,2023-11-24,948
8422,2020-05-21,825
3334,2023-01-08,516
5689,2022-01-06,442
7657,2024-09-19,150
1496,2020-04-10,613
8266,2023-04-04,60
1505,2023-08-26,217
3072,2021-06-04,777
2199,2023-08-24,159
9743,2020-06-10,833
5580,2023-11-03,529
4481,2021-07-06,315
3885,2024-09-20,8
9168,2020-01-29,807
89,2024-03-10,160
7454,2023-03-25,139
5501,2020-08-12,370
2400,2020-02-05,16
9171,2022-11-03,276
2858,2022-11-13,807
9618,2022-09-08,640
3343,2024-04-16,958
5596,2023-01-04,73
6660,2020-01-20,265
2033,2023-08-21,286
6439,2023-05-21,440
5497,2023-07-03,212
956,2021-04-07,224
7810,2022-04-11,726
1530,2024-02-13,470
9608,2021-11-23,572
6860,2020-01-28,149
2668,2021-06-27,891
1455,2022-01-22,771
292,2023-05-16,631
6583,2021-05-01,542
7684,2024-07-18,549
3469,2023-08-22,777
2524,2022-12-18,911
3752,2023-10-16,541
5350,2020-11-22,997
1551,2020-10-09,645
6275,2024-01-22,693
235,2022-10-05,862
7796,2023-08-18,144
5425,2021-06-10,999
7305,2024-09-13,331
1130,2024-03-22,716
9884,2023-03-07,374
9541,2022-06-29,746
4890,2021-09-05,312
4694,2021-07-14,770
6378,2020-08-24,651
2169,2020-11-29,865
3343,2020-04-07,954
2349,2020-02-03,92
2667,2020-02-14,494
